moroni 0 -0,299007194162815 1 0
roads 2583 0,0983426550861182 1 0
leading 2584 -1,24011644518008 1 0
botswana 2585 -11,8760217127279 15 1
consistent 2586 4,08077948125116 3 4
letting 2587 -5,94381968581296 6 0
encounters 2588 -0,623779700474711 1 0
mother 2589 -1,89475694647746 11 5
calm 2590 15,6424405150313 4 6
johannesburg 2591 -1,50928253224552 8 6
gaborone 2592 -2,46753873553478 3 0
cape 2593 8,0772448241139 3 9
town 2594 9,77367429662201 6 12
2hrs 2595 -12,3805606761391 6 0
gabs 2596 -1,58959621828496 1 0
incurred 2597 -12,5351350083179 3 0
brother 2598 -0,62993915855416 3 1
fourth 2599 2,59604017981144 1 2
occurred 2600 -2,59857070110672 5 2
im 2601 -0,521743631093643 2 0
300km 2602 -0,918698174422001 1 0
road 2603 6,95171030594581 1 2
dpo 2604 -1,36261609823565 1 0
reflected 2605 -3,64064391555295 3 0
thus 2606 0,959751830045018 5 4
resulted 2607 -5,36731752458369 7 1
borrowing 2608 -0,290686277854576 1 0
student 2609 -3,70675594047958 4 0
trouble 2610 17,6492408870483 11 9
heed 2611 -0,317244815834446 1 0
maun 2612 -2,20811814172571 4 2
october 2613 17,8259140393817 13 17
1:50pm 2614 -0,835476577996964 1 0
joburg 2615 -2,32426960013074 5 0
3h35 2616 -0,141516905669829 1 0
3pm 2617 1,04437450675498 3 1
6pm 2618 -0,930047644549072 5 2
1h35 2619 -0,337026150448726 1 0
doable 2620 0,191725200969598 2 0
register 2621 -2,97009992970624 4 0
canadian 2622 -5,69691487587845 10 10
5pm 2623 -2,58114442442597 6 1
virgin 2624 4,05631350141778 5 5
atlantic 2625 2,89401078801323 6 7
swiss 2626 -10,2129147158064 6 5
1h20 2627 -1,37979765538117 2 0
making 2628 22,2828985902867 36 25
van 2629 -1,49126715301129 2 0
emitted 2630 -0,860990738291755 1 0
bid 2631 -2,13452755735932 4 0
airservices 2632 0,27596849462761 1 0
best 2633 269,544684687045 16 140
behalf 2634 17,6457676629749 6 3
10am 2635 -10,7311120638303 2 0
order 2636 24,0083274069281 21 18
supercilious 2637 -0,0735235655557007 1 0
pressure 2638 -0,13904125561893 1 0
note 2639 -10,1994727322829 14 12
3000 2640 1,16422665094222 1 1
life 2641 -14,4519033354017 31 6
smartphone 2642 -0,453133345373503 2 1
mode 2643 -0,0170237912875711 3 1
proposed 2644 -0,0439975578542788 2 1
seoul 2645 16,1596853189448 9 6
kuala 2646 -13,5011646170175 4 8
lumpur 2647 -15,0934526825293 4 8
automatic 2648 -2,28727874988098 3 0
disabled 2649 -3,90205632676466 5 2
walking 2650 13,8609566035499 3 8
offices 2651 -5,43397078166435 5 0
open 2652 -26,4050875992072 39 11
alternatives 2653 -4,99291306323973 6 2
dislike 2654 2,10431495947033 1 1
phuket 2655 -3,92847082057431 12 4
oslo 2656 0,375171188160391 2 2
lifting 2657 -2,63755382897218 2 0
finger 2658 -5,30460330276033 4 1
procedure 2659 13,5433733938929 7 8
toddlers 2660 -0,527729320445903 1 0
hanoi 2661 -7,46045067550635 8 0
weighed 2662 9,44978442306155 9 1
suitcase 2663 -43,6994197790043 41 4
backpack 2664 -24,3457655076616 19 2
threatened 2665 -6,11623192663129 6 0
laptop 2666 -24,1932136472283 20 2
bulky 2667 -3,15279881141745 4 0
1kg 2668 -3,71985369660885 4 0
shouted 2669 -4,60436471533234 5 0
throw 2670 -5,03259670456527 4 0
cosmetics 2671 0,532006653925407 1 0
notebook 2672 -0,916584254017372 1 0
socks 2673 -16,1305752758545 3 2
client 2674 3,19874725374335 5 1
bitter 2675 -1,15637168416584 1 0
providing 2676 0,483033445469585 10 9
moreover 2677 7,72010910018352 10 5
tab 2678 -0,937146857630996 1 0
mail 2679 -5,90337171023869 8 0
bangalore 2680 2,5951751844935 5 2
excess 2681 -8,81946222252187 10 1
60 2682 -6,69251900384786 20 4
kgs 2683 -4,91504556127593 7 0
travellers 2684 -13,1522237386798 7 8
charging 2685 -12,7270202293187 17 5
uncooperative 2686 -0,429440341111943 1 0
tel 2687 12,3688816785667 9 5
aviv 2688 12,6403659158574 9 5
ordered 2689 21,4742384671579 11 14
diabetic 2690 -1,70628312682094 2 0
edible 2691 -4,05411923646653 5 2
unreasonable 2692 4,83107974614533 3 1
changes 2693 -23,0824147746816 31 10
ho 2694 -2,27174331646959 6 4
chi 2695 -4,37532288216768 6 3
minh 2696 -5,10168749322262 6 3
euro 2697 5,14628585099535 15 5
select 2698 6,52874146603455 8 7
hoped 2699 -1,827765734041 5 0
arrange 2700 -6,7471017207704 12 0
moskou 2701 -1,54836565956863 3 0
legspace 2702 -1,17359884882979 2 0
differently 2703 1,41708593713915 1 1
mood 2704 -0,0694596549819502 3 4
hell 2705 -4,57105033200749 10 0
starts 2706 -4,01738650529524 4 0
48 2707 16,4254880894094 13 4
wasted)they 2708 -0,391660215655184 1 0
trivandrum 2709 -0,539313398087077 1 1
cities 2710 -1,41150423624157 2 0
till 2711 -9,94493793586499 15 6
unlike 2712 10,8995932313146 3 8
schedules 2713 2,29876841790917 1 1
rightly 2714 0,0481980320756314 1 0
rejected 2715 -5,60826729014901 5 0
higher 2716 3,832068411788 9 7
officials 2717 -0,0351702451404046 1 0
bishkek 2718 -12,5471957572024 6 1
riyadh 2719 -10,618745278343 4 0
qr 2720 -2,28679154975656 3 0
code 2721 -0,762094807234637 13 4
vaccine 2722 -4,5931645454807 4 0
institutional 2723 -2,09409180464879 2 0
quarantine 2724 5,40191855006941 3 1
package 2725 -5,07847751429234 7 1
tears 2726 3,00092703145972 5 2
body 2727 6,96583027926545 4 5
produce 2728 -0,75883177908083 1 0
sheep 2729 0,0740700092511577 1 0
disrespectful 2730 -24,9546846066856 9 0
asians 2731 -0,963252335490311 1 0
fright 2732 -1,00863238373242 2 0
flydubai 2733 -0,509381159352782 2 0
customs 2734 94,1437313859089 21 37
officer 2735 -0,756459243854722 7 1
anxiety 2736 -8,04586336475139 4 1
despair 2737 -0,10960483667888 1 0
casablanca 2738 -2,14558585115969 8 1
dec 2739 5,3188267855527 2 6
31 2740 -10,209633731474 4 2
guy 2741 -7,35492827405917 12 5
visa 2742 7,66054180332485 32 6
visa-free 2743 -1,02032088275082 1 0
switzerland 2744 0,285742351732097 1 0
nationals 2745 2,23865470473592 2 1
refund/cancellation 2746 -1,05371224575383 1 0
apologise 2747 -0,967688738819067 2 0
aktobe 2748 4,26938758663339 1 2
almaty 2749 88,7365252611397 24 78
astana 2750 136,992610884594 33 100
re-book 2751 -3,46651723914152 5 0
nur-sultan 2752 -1,20651868833532 2 0
segment 2753 -0,452513532784075 6 2
haven’t 2754 -3,94097423494839 8 0
hong 2755 -25,3850071877171 23 11
kong 2756 -25,55520152536 24 11
inconvenient 2757 -5,87950713060773 4 0
originally 2758 -3,68483259355874 17 5
preference 2759 4,60901783844876 2 3
connected 2760 -2,57197727406024 4 3
hanged 2761 -2,18321666833163 1 0
matching 2762 -1,81568042953298 2 0
minus 2763 12,034269946457 4 4
doesn’t 2764 -24,7846295096374 14 0
discussions 2765 -1,24825189777103 1 0
justify 2766 -0,936305447824441 1 0
timing 2767 -0,691025804537826 3 2
adjusted 2768 -7,84496170140103 3 1
commitment 2769 -2,29534275536209 2 0
removal 2770 -1,96240397606157 2 0
rather 2771 13,3416733736366 32 23
expected 2772 -13,789584616008 13 17
instances 2773 -1,56602228496504 1 0
kyiv 2774 -0,409111561770137 1 0
celebration 2775 -0,0318633665944745 1 0
tomorrow 2776 -11,2226366671839 18 0
overweight 2777 -19,6728439175397 13 1
kg 2778 -1,57983415936112 16 1
deliver 2779 -5,93673630516824 16 3
dishevelled 2780 -4,02476525363734 1 0
serious 2781 -7,53138441598573 7 2
march 2782 30,1964431173152 26 23
call-center 2783 -2,39535572742827 2 0
detailed 2784 -2,71853886070593 2 0
upcoming 2785 0,611832946870398 2 1
offers 2786 11,7432665093072 3 13
computer 2787 -2,05611888820125 4 1
associate 2788 -1,36840698102881 2 0
admitting 2789 -1,27126321153308 2 0
entered 2790 1,69874195218959 4 3
version 2791 -5,86635630417911 3 2
software 2792 0,475227695785103 1 0
ends 2793 2,04539642662061 2 2
egypt 2794 -3,40919612367134 4 1
egyptian 2795 -3,82641698565633 3 0
united 2796 64,8607531896144 23 22
states 2797 -6,47372818932577 17 2
italian 2798 -0,435691718820339 3 3
l 2799 11,5339944134159 2 1
they’re 2800 -4,12503994131695 9 2
besides 2801 -3,1626864680381 4 1
attention 2802 35,2772733708738 6 17
prepared 2803 3,36473030921292 8 6
55 2804 0,898927884175874 4 3
helps 2805 4,85093575560066 4 2
muscat 2806 -3,37693281237824 4 0
calicut 2807 -0,340496398899935 1 0
19th 2808 2,95659808859071 3 4
weighting 2809 -5,9091109130574 2 0
10kg 2810 16,1376299160708 2 2
aiport 2811 0,0176424651954521 1 0
passed 2812 -3,59967294591464 16 6
registered 2813 -6,54809640461956 10 0
unaware 2814 -2,06621705245516 2 0
numbers 2815 -19,3405932350739 29 2
invalid 2816 -3,77965934457242 5 0
baku 2817 -4,42032476170935 5 0
sep 2818 4,25280866560191 5 8
09:30 2819 -0,0964620944096064 1 0
11:30am 2820 -0,391518204422443 1 1
13:00 2821 -1,68018658644528 1 0
15:55 2822 0,277381155629354 1 0
21:00 2823 -1,57369840046097 1 0
purposed 2824 0,105915338641924 1 0
18:30 2825 -0,496047752348728 1 0
20:30 2826 -0,633554538215303 1 0
21 2827 8,46501930456842 5 8
naturally 2828 -2,25682623728962 2 0
reimburse 2829 -4,08269467297136 9 1
terms 2830 -0,392615609985132 9 5
stiff 2831 -0,4489084286843 2 1
i'd 2832 37,4628486610776 19 17
account but 2833 -1,21382841035436 1 0
  2834 -12,9116965441553 3 0
unrespectful 2835 -1,86207878559925 1 0
ridiculous that 2836 -0,608657172931664 1 0
they reply 2837 -1,26828762552156 1 0
copy-paste 2838 -2,29428361160414 1 0
their unsatisfied customer 2839 -0,969474532860086 1 0
feb 2840 1,58876570858469 2 4
covid19 2841 -1,61623731083993 2 0
hit 2842 -10,0127170363966 9 1
shut 2843 -14,4592963659946 14 0
set 2844 2,19110717936005 14 7
a$1,787.11 2845 -1,31890057261051 1 0
expiry 2846 -2,66668334932378 2 0
extension 2847 -3,87667604711683 5 0
escalated 2848 -2,68838660735096 3 0
team 2849 -1,86860313893696 16 9
ryannair 2850 -1,94675765449496 1 0
iberia 2851 1,38107695443606 1 4
hassles 2852 2,37346335517869 1 2
asc 2853 -1,93922966315375 1 0
outgoing 2854 -1,87448757289652 3 2
recovered 2855 -1,144853320599 2 0
wash 2856 -1,34006760727617 1 0
overpriced 2857 -7,94902888133611 9 0
smaller 2858 -8,34118521718364 9 7
mexican 2859 -1,10502438582714 5 2
overbook 2860 0,0844901984485287 1 0
girls 2861 0,158048076768428 3 1
starving 2862 -17,8836704417521 4 0
ángeles 2863 -0,560707336785601 1 0
verona 2864 0,28350479825563 4 2
200 2865 -26,1134623064257 21 4
400 2866 5,05479445231836 10 4
happy 2867 70,8141565403036 13 42
centimers 2868 -1,336399960302 1 0
gear 2869 -0,604138287717541 3 0
saigon 2870 -0,231935801371902 1 0
brussels 2871 26,2886286952014 13 10
self 2872 9,97395904510001 1 6
delivered 2873 1,42228312693643 25 10
moroccan 2874 -2,98522783726697 6 0
resident 2875 -2,17528095914763 3 1
registering 2876 -0,267469693099833 2 0
documentation 2877 -5,26332276149808 11 0
back-flight 2878 -0,164805541078004 1 0
07.10 2879 -0,775184106628962 1 0
03.30 2880 -1,6293644447482 2 0
gates 2881 -9,95687867289264 17 2
intercepted 2882 -0,246594272855015 1 0
controlling 2883 -1,08822309388231 1 0
legal 2884 -0,335937006555468 5 1
permanent 2885 0,0263074773020611 4 1
residents 2886 -1,92237175555079 3 1
nationality 2887 0,102077753516882 3 1
dutch 2888 -1,13934084937877 1 0
aggressive 2889 -20,7668433427656 9 0
insult 2890 -7,62201126922016 8 0
hall 2891 -2,15962841825542 9 4
executing 2892 -1,52710252158675 1 0
task 2893 13,2107409738986 1 2
rights 2894 -7,95396484902779 7 0
prevent 2895 -0,66928238457501 2 0
becoming 2896 10,8674330653471 1 2
insulted 2897 -0,252009577421476 1 0
presence 2898 -4,34280099437702 4 1
7.10 2899 -1,19543093889739 1 0
escalate 2900 -4,07369497575504 6 0
prohibit 2901 0,119161192196962 1 0
heart 2902 12,5597241530939 1 4
patient 2903 35,9157522317095 2 10
unwell 2904 1,46333269372738 1 1
breathing 2905 -3,63538599802898 2 0
doctor 2906 -0,692881987845936 5 1
cafeteria 2907 -1,14881981795133 1 0
examined 2908 -0,854001869100147 1 0
belgium 2909 -2,09920663461052 3 0
royal 2910 -1,27738364836079 2 0
maroc 2911 -2,87674496200715 3 0
12.30 2912 -1,78422323594998 2 0
presented 2913 12,4339992023697 6 11
hidden 2914 2,72434010660478 3 2
treated 2915 -0,0586312642594011 33 10
charges 2916 -10,4953578277004 16 3
crazy 2917 -17,5954473746919 7 2
amounts 2918 -0,32477034662141 2 0
covid-cancelled 2919 -0,242802701398173 1 0
forbidden 2920 -0,591090214108625 1 0
regulations 2921 -5,34728346958164 9 0
obliged 2922 -1,04650368320127 2 0
1/minute 2923 -0,169556924500296 1 0
near 2924 14,7178731111427 12 9
reopening 2925 -0,272307400997871 1 0
bill 2926 -1,4842692049147 2 0
tashkent 2927 4,56321817252935 2 3
horrendous 2928 -5,2237522564939 8 0
especially 2929 20,8840549079161 17 33
you’re 2930 4,55728622286454 1 3
7-hour 2931 0,184539902203036 1 1
usb 2932 5,27947834016731 7 7
i’m 2933 -18,6693748808323 25 3
verge 2934 -2,10148919643904 2 0
midway 2935 -1,14852564290563 1 0
happens 2936 7,88339764190996 13 3
won’t 2937 -7,86234606796054 19 2
astana’s 2938 1,64844426007403 1 2
bee 2939 -1,10055105919044 1 0
abysmal 2940 -2,48081056763456 2 0
frankly 2941 -0,373551916737832 3 2
negligent 2942 -0,243920410165526 2 0
text 2943 -1,24013423264964 7 2
rang 2944 -2,28945945300602 6 0
walked 2945 -10,2452664040705 13 1
corner 2946 1,82459483557595 1 1
upstairs 2947 -0,361101536201826 2 0
vegetarian 2948 8,58640085388273 7 14
cups 2949 -0,495333459598633 1 0
beijing 2950 -75,5739258145326 162 42
r1800 2951 0,662880010885596 1 0
according 2952 -10,1272393678907 17 2
statement 2953 -2,39999828254804 6 0
debit 2954 -1,00434074565039 2 0
demand 2955 5,37358854002021 3 6
shymkent 2956 0,965664887319163 2 2
astana's 2957 0,829280885369182 3 2
tactics 2958 0,297878794231396 1 0
priced 2959 1,13564010068571 3 9
suitcases 2960 2,54888326202002 9 5
kilos 2961 -32,9561005880386 17 0
mention 2962 34,9749328840873 14 13
kilo 2963 -5,13805651475585 3 0
page 2964 -4,35649283810355 7 0
svo 2965 32,3380769679966 7 16
foremost 2966 -2,35622323064889 2 0
waste 2967 -2,81484866357169 10 1
monies 2968 -1,6645118276889 1 0
aero 2969 -0,227134326485514 2 0
downloaded 2970 11,6579714007946 1 5
stealing 2971 -1,5330117284474 3 0
parent 2972 -1,04389134866367 2 1
unless 2973 -28,0242197016833 24 3
apply 2974 -5,86199223956186 9 0
skylines 2975 -0,217538312271954 1 0
great 2976 402,696643032179 31 359
confident 2977 -0,306369443101049 2 2
inviting 2978 -0,180097520668105 1 1
flyers 2979 6,66313922762086 3 5
disorganized 2980 -7,99690233939183 4 1
accommodating 2981 30,2768327842824 6 12
rented 2982 -3,22318265453129 2 0
airbnb 2983 -2,12841874325109 1 0
fell 2984 4,55797936793323 4 3
amongst 2985 -1,80559388785883 3 3
experiencing 2986 0,411779137473451 1 2
screaming 2987 1,47947654522931 2 1
overworked 2988 -1,5650339101744 1 0
understandable 2989 -1,77507766642379 4 3
disregard 2990 -3,81419057045793 4 0
guest 2991 -7,54588347591734 11 1
shocking 2992 -7,46022486666228 6 0
istanbul 2993 12,8128043575738 14 15
sept 2994 3,25056576670639 3 4
penalty 2995 -5,82471053540926 10 1
15157 2996 -1,94848428822518 1 0
rubel 2997 -0,905863966935251 1 0
job 2998 -19,6836417491937 16 24
porcelain 2999 1,67246413481071 1 2
vaze 3000 -1,88904306911353 1 0
fort 3001 -0,360556560457012 3 7
lauderdale/america 3002 -0,996589727884433 1 0
152 3003 -1,68646499099511 1 0
huge 3004 -23,0533050079147 23 8
disappointment 3005 -11,5409131696638 10 0
jouf 3006 0,306771353588799 1 0
nairobi 3007 0,196980055140788 1 0
sharjahi 3008 -1,03800609514024 1 0
girlfriend 3009 -0,486802414006927 4 1
e-mails 3010 -6,62304865537353 8 0
quiet 3011 25,4720347059295 3 13
dark 3012 -3,69062167889933 5 0
insured 3013 -6,46526041997842 2 0
beforehand 3014 -3,26745775959802 4 0
blank 3015 -1,22794911248048 1 0
copy-pasted 3016 -1,13291749243295 1 0
reads 3017 1,80335108642622 2 2
threatening 3018 -6,29603584692629 3 0
nowhere 3019 25,6491014848692 3 5
shocked 3020 1,42629739093887 12 3
unprofessionalism 3021 -2,03569973415495 2 0
sheer 3022 -2,24981475339728 1 0
empathy 3023 -3,58943423130057 9 2
contract 3024 -6,31294388864792 6 0
important 3025 -11,9961456031055 13 8
milan 3026 6,82721316652708 6 10
cairo 3027 -23,0566958582293 34 4
naples 3028 0,625214992056235 2 2
sharm 3029 14,0627184910526 3 1
sheikh 3030 15,6309461979805 1 1
17th 3031 5,00250104460982 3 5
egyptair 3032 -2,62272800683171 3 1
lend 3033 -0,352561648028233 1 0
2000 3034 -3,84781787313885 5 0
pounds 3035 -0,636345659725529 5 1
cheek 3036 -0,426577975101107 1 0
increases 3037 -0,33671766055595 1 0
behavior 3038 -7,07511416747007 10 0
18th 3039 3,79889233941161 2 5
dont 3040 -7,31236533383483 14 2
postponing 3041 -0,585200944489427 1 0
uncertainties 3042 -1,18251739986358 1 0
virus 3043 -1,97823149467736 7 2
compassion 3044 4,04797099192998 5 4
highly 3045 51,3137759395474 13 33
understanding 3046 19,0447385591197 11 7
furthermore 3047 -7,49496452864025 10 1
ultimately 3048 -4,0197381674404 6 1
1200 3049 -2,02148520276951 3 1
reality 3050 -5,89179304595655 3 0
marrakech 3051 -9,5518354759793 9 1
closing 3052 -3,50982823772814 6 2
overbooking 3053 -5,33274265291763 7 1
23/2/2020 3054 -2,05383327549968 2 0
swissport 3055 -3,35334337221149 3 1
spaces 3056 -2,51074185772368 3 1
gentleman 3057 2,5928445183173 6 3
ticketing 3058 12,2264790258028 9 5
members 3059 -1,15715924238654 20 18
focussed 3060 -1,86812607542059 1 0
shifting 3061 -0,53653315922084 1 0
blame 3062 -6,22823503824334 4 2
finding 3063 -2,40072441184927 7 2
model 3064 1,9822516428224 3 5
hinge 3065 -2,22554954501127 1 0
recourse 3066 -5,7052377759969 5 0
lying 3067 -16,5380602424676 5 1
cheating 3068 -1,71744254832968 2 0
rating 3069 -1,23111209391202 8 5
dushanbe 3070 -2,30137117463228 2 1
everyday 3071 -0,0961998363473452 2 1
suggested 3072 0,678465146607936 12 4
sick 3073 -15,9949282593536 10 3
asia 3074 2,06146634335698 4 3
compliant 3075 -0,188501712255414 1 0
flight/date 3076 -1,15318232386055 1 0
b 3077 -0,171583272130966 3 2
blamed 3078 0,46259488256769 1 0
c 3079 5,57328109865695 3 8
invalidate 3080 -1,34088370475959 1 0
legitimate 3081 -1,97782253282043 2 0
type 3082 24,4630429723128 13 10
aaa 3083 -0,55329983795681 1 0
reeked 3084 -2,84548878783616 3 0
tobago 3085 -0,117218717940719 1 0
mexicans 3086 -1,88767085773296 1 0
fill 3087 1,41001461181325 13 4
immigrations 3088 -1,29872840233088 1 0
bunch 3089 -4,69447454861108 4 1
ac/usb 3090 -1,02560383031406 1 0
hubs 3091 -1,11942245020504 1 0
doa 3092 -0,663196494133769 1 0
vacant 3093 -0,717954832696335 3 1
oasis 3094 -0,732981665634076 1 1
sahara 3095 -0,675832098618071 1 0
surly 3096 -0,0569660060838637 2 2
fa's 3097 10,9182071714281 1 12
616 3098 -2,0604830942864 1 0
nasty 3099 -7,62647965528373 5 1
washroom 3100 -11,380987288794 6 0
washrooms 3101 -5,31720182277132 4 0
fixtures 3102 -0,777521920705923 1 0
soap 3103 -2,88862608991965 2 0
salmon 3104 5,67988603742788 1 6
pastry 3105 1,50440688426812 1 2
seafood 3106 -1,23030047357562 1 0
allergy 3107 5,28509992923825 2 4
snarled 3108 -1,49420889345659 1 0
festival 3109 -0,565331558773914 1 0
uber 3110 -0,70016104090035 1 0
tsa 3111 -1,2391585841026 4 2
approved 3112 -2,36975044620677 3 0
locks 3113 -0,946802201004141 1 0
replace 3114 -8,81627565683624 9 1
value 3115 47,0096971711655 18 40
760 3116 -0,299575748573791 1 1
203.81 3117 -0,474935137701656 1 0
hassle 3118 -2,35523568063753 7 6
incorrect 3119 -2,40052972119326 7 0
booking/flight 3120 -1,33787868727831 1 0
phoenix 3121 -4,61525236545841 8 0
houston 3122 89,5606697364061 9 7
tx 3123 -1,22296804740232 1 0
proceeded 3124 -3,30550829489041 12 2
volaris 3125 -0,481948728897585 2 0
believe 3126 16,666996882794 15 13
scamming 3127 -0,103580057948632 1 0
clarification 3128 -0,561946389573601 2 0
apologize 3129 -1,76270163998134 6 0
honor 3130 -1,53153574193434 5 0
cordially 3131 -1,17138931796485 1 0
wheelchair 3132 35,2889003347554 6 13
accessibility 3133 -0,21092557092706 1 0
head 3134 2,85426816244343 11 12
hip 3135 -0,0236819564940789 1 0
partially 3136 -6,70030070897206 3 0
dislocated 3137 -1,8483313579803 2 0
strain 3138 1,76681422892344 1 1
managing 3139 2,45010441432246 1 1
— 3140 -1,18691826373661 3 0
mobility 3141 -6,57277076312935 3 0
certain 3142 -1,19577657072608 5 1
circumstances 3143 -5,73339693296393 10 0
ableism 3144 -0,494313470457826 1 0
neglect 3145 0,0135547359071462 1 0
companion 3146 -4,24967207105349 3 2
extended 3147 0,883605700909908 5 1
downgrade 3148 -3,20167932934206 4 1
chats 3149 -0,442678117073457 2 1
